Tên	Diện tích	Mặt tiền	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Nội thất	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
Đất đã có sổ đỏ .tien đi lại .cách hồ gươm 3km	30.3 m²	3 m	2,5 tỷ					Đã có sổ	20.99255	105.86292	Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Gia đình tôi cần bán gấp mảnh đất khu Nội Bài, Sóc Sơn	57 m²		1,45 tỷ	Tây				Đã có sổ	21.251423	105.814354	Xuân Bách, Xã Quang Tiến, Huyện Sóc Sơn, Hà Nội	Sóc Sơn	Hà Nội
Nhà đẹp gần Trịnh Văn Bô,phố Nhổn 38M2 xây 4 Tầng giá 2.25 tỷ	38 m²		2,25 tỷ		4 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	21.04169	105.74041	undefined, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán nhà dân xây Ngõ Quỳnh, Hai Bà Trưng, 41m2 x 4 tầng, Giá chỉ 4,5 tỷ	41 m²		4,5 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.001528	105.85537	Ngõ Quỳnh, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
CHÍNH CHỦ CẦN BÁN GẤP NHÀ TẠI TẢ THANH OAI Ô TÔ VÀO NHÀ	35 m²		2,38 tỷ		3 phòng	3 phòng	Nội thất cao cấp	Đã có sổ	20.933203	105.80848	Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
BÁN NHÀ MẶT NGÕ 34 LƯƠNG KHÁNH THIỆN, 91M2 GIÁ 8.6 TỶ, Ô TÔ	91 m²	4.1 m	8,6 tỷ		2 phòng	1 phòng		Đã có sổ	20.98531	105.85278	Lương Khánh Thiện, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Cần bán gấp nhà mới ngõ 279 Đội Cấn, 38m2, 4.75 tỷ.	38 m²	4 m	4,75 tỷ		4 phòng		Nội thất cao cấp	Đã có sổ	21.038742	105.82193	Ngõ 279 Phố Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
❌❌Mặt đường TRẦN PHÚ  - THỊ TRẤN  THƯỜNG TÍN - KINH DOANH ĐỈNH  ⛔️Diện	81 m²	4 m	12,2 tỷ					Đã có sổ	20.87157	105.86279	tỉnh lộ 427, Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội	Thường Tín	Hà Nội
BÁN ĐẤT KHU CÔNG NGHỆ CAO HÒA LẠC	600 m²		8 tỷ					Đã có sổ	21.018295	105.549995	Đường Mục Uyên – Công nghệ, Xã Tân Xã, Huyện Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
Ngôi nhà trong mơ Xuân Đỉnh 15m ra phố, 5 bước chân lên ô tô	35 m²		3,8 tỷ		3 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	21.080477	105.78502	Xuân đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
ĐẤT ĐẸP - GIÁ SỐC - THÔN ĐÌA, NAM HỒNG, ĐÔNG ANH - Ô TÔ VÀO ĐẤT - 35TR	70 m²		2,478 tỷ					Đã có sổ	21.158298	105.78793	Thôn Đìa, Xã Nam Hồng, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
BÁN GẤP NHÀ THẠCH BÀN Ô TÔ CHẠY VÒNG QUANH GẦN CHỢ BUÔN BÁN KINH DOANH	50 m²		7,8 tỷ		5 phòng	5 phòng	Nội thất cao cấp	Đã có sổ	21.02155	105.914764	8, Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
HIẾM- NHÀ ĐẸP BỒ ĐỀ- GARA Ô TÔ- NGÕ THÔNG - DÂN XÂY CHẮC CHẮN 50M2	50 m²		6,6 tỷ		4 phòng				21.037178	105.87307	bồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Bán nhà Cầu Diễn,Từ Liêm,Nông,Sát Phố,Bãi oto,Lô Góc,50m*4T*mt4*3.x tỷ	50 m²	4 m	3,9 tỷ		3 phòng	4 phòng	Nội thất đầy đủ		21.041826	105.76127	Cầu DIễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
BÁN MẢNH ĐẤT ĐẸP 52/65M2 DƯỚI 2TY – HẬU DƯỠNG – KIM CHUNG – ĐÔNG ANH	65 m²	4 m	1,77 tỷ					Đã có sổ	21.124634	105.7762	Quốc Lộ 23B, Xã Kim Chung, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Đẹp long lanh!!! phố cổ Đông Ngạc - Xây mới - Ở luôn - Full nội thất	45 m²		4,55 tỷ		3 phòng	4 phòng		Đã có sổ	21.09236	105.78173	Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Bán nhà KDT Định Công 110m2 mặt tiền 7m nhà đẹp vào ở ngay	110 m²		24 tỷ		4 phòng	4 phòng			20.983921	105.83445	Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
NHÀ RIÊNG THUỘC KHU PHÂN LÔ TẠI MỄ TRÌ THƯỢNG NAM TỪ LIÊM	71 m²	5.1 m	12 tỷ		4 phòng	6 phòng		Đã có sổ	21.005527	105.77913	mễ trì thườngl, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán căn góc 2ngủ 71m View ĐN nhà full đồ như ảnh sẵn ở	71 m²		1,78 tỷ		2 phòng	2 phòng	Nội thất đầy đủ		20.96003	105.83424	Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán nhà Xã Đàn - Đống Đa. Siêu phẩm kinh doanh, mặt tiền khủng.	55 m²		35 tỷ					Đã có sổ	21.020054	105.82462	Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
TT CẦU GIẤY- 73m2, 4 tầng- NGÕ THÔNG- CÁCH PHỐ 20m- NHỈNH 8 TỶ	73 m²		8 tỷ		4 phòng		Nhà trống	Đã có sổ	21.03677	105.80115	Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
💥💥💥 HẬU DƯỠNG - KIM CHUNG - ĐẤT PHÂN LÔ - GẦN OTO - XÂY TOÀ CCMN	51.8 m²	4 m	1,97 tỷ	Tây				Đã có sổ	21.124634	105.7762	Hậu Dưỡng, Xã Kim Chung, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Cần bán FLC Cầu Giấy 125m2 - 3PN 2WC giá 60tr/m2 full NT view đẹp	125.4 m²		7,524 tỷ		3 phòng	2 phòng		Đã có sổ	21.03461	105.79502	265, Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
BÁN NHÀ PHẠM NGỌC THẠCH – ĐỐNG ĐA – Ô TÔ ĐỖ CỮA, 40M, 5 TẦNG, 6,9 TỶ	40 m²		6,9 tỷ		3 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.00696	105.83224	Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà phân lô Liền kề 45m phố Tô Hiệu- Lê Hồng Phong, nhỉnh 7 tỷ/ lô góc	45 m²		7,99 tỷ		4 phòng				20.967312	105.77591	Phố Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
ĐÀO TẤN- 60m2x5 tầng- NGÕ THÔNG- OTO ĐỖ CỬA- SỔ VUÔNG- NHỈNH 10 TỶ	60 m²	4.5 m	10 tỷ		4 phòng		Nội thất đầy đủ	Đã có sổ	21.032362	105.80956	Phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán gấp nhà Bạch Mai, Hai Bà Trưng, 42m2x3T, ở ngay chỉ 3.3 tỷ.	42 m²		3,3 tỷ		3 phòng	3 phòng		Đã có sổ	20.999498	105.850395	Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Cần tiền bán cực rẻ 58m Xóm Đông-Vân Nội giá chỉ nhú 2 tỷ ô tô đỗ cửa	58 m²	4 m	2,164 tỷ					Đã có sổ	21.147089	105.814354	Xóm Đông, Xã Vân Nội, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Quá Hiếm_Chùa Bộc_Ở Ngay_Ngõ To Thoáng_Lô Góc_Ô Tô_Tặng Pull Đồ	40 m²		3,99 tỷ		4 phòng				21.012014	105.82536	Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán nhà phố Thái Hà, 46m2, 4T, MT4m, 4.7 tỷ, LÔ GÓC, Ngõ RỘNG NÔNG, TL	46 m²		4,7 tỷ		4 phòng			Đã có sổ	21.011951	105.82106	Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Tại TT Trương Định - Tân Mai Nhà Đẹp 31m2, Ngõ Thông giá 2.9 ty, Nhanh	31 m²		2,85 tỷ		3 phòng		Nội thất đầy đủ	Đã có sổ	20.98212	105.84566	Trương Định, Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
NGUYỄN NGỌC NẠI Ô TÔ TRÁNH 15M. DT42M X 4 TẦNG DÂN XÂY. GIÁ 6 TỶ5	42 m²		6,5 tỷ		4 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	20.996315	105.8305	Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Thơm! Bán nhà Láng Hạ, oto tránh, ngõ nông, gần phố, ở ngay, 39m2 x 5T	39 m²		4,5 tỷ		5 phòng	4 phòng	Nội thất đầy đủ	Giấy tờ khác	21.013857	105.813065	Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán Nhà TT H6 kim Liên Đống Đa HN	40 m²		2,1 tỷ	Tây Nam	2 phòng	1 phòng		Đã có sổ	21.003946	105.832466	Ngõ 41 Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà mới Nguyễn Khang 48m2_ CÓ GARA OTO 7 CHỖ_ 6 Tầng THANG MÁY_MT 6.7m	48 m²		10,89 tỷ		4 phòng	4 phòng	Nội thất cao cấp	Đã có sổ	21.023321	105.798134	Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Cần bán nhà phố Hoàng Cầu - Đống Đa	33 m²		6,8 tỷ	Nam	3 phòng		Nhà trống	Đã có sổ	21.016464	105.822266	Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ Sunshine Center,Phạm Hùng,NTL,4 ngủ,slot ô tô,cắt lỗ chỉ 6,1 tỷ	130 m²		6,1 tỷ		4 phòng	2 phòng		Đang chờ sổ	21.00985	105.78874	16, Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mới đón Tết! Trung tâm Ba Đình gần phố Kim Mã 32m2*5T	32 m²		4,35 tỷ		3 phòng	4 phòng	Nhà trống	Đã có sổ	21.031162	105.81941	Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
VƯƠNG THỪA VŨ_32m2_6 TẦNG XÂY MỚI_ NGÕ RỘNG _GIÁ 4.7 TỶ.	32 m²		4,7 tỷ	Bắc	4 phòng	5 phòng		Đã có sổ	20.988735	105.818756	Vương Thừa Vũ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
HOÀI ĐỨC NHÀ 4 TẦNG SÁT VÀNH ĐAI 4	35.4 m²	4.4 m	2,95 tỷ		5 phòng	3 phòng			20.972609	105.71643	Ngõ 48 Đường Tự Lập, Xã Đông La, Huyện Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
BÁN NHÀ C4 HẢI BỐI ĐÔNG ANH - MẶT NGÕ THÔNG - Ô TÔ VÀO NHÀ	77 m²	4 m	3,1 tỷ		3 phòng			Đã có sổ	21.110826	105.80217	Đê tả Sông Hồng, Xã Hải Bối, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán biệt thự long cảnh	123 m²		16 tỷ	Đông Bắc	6 phòng	6 phòng		Đã có sổ	20.98766	105.70941	Xã An Khánh, Hoài Đức, Hà Nội, Xã An Thượng, Huyện Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
NHÀ MẶT HỒ TÂY PHỐ TRÍCH SÀI 120M2, ĐẲNG CẤP THƯƠNG LƯU	120 m²		67 tỷ		6 phòng	6 phòng	Nội thất cao cấp	Đã có sổ	21.056576	105.80989	Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Chỉ 1.35 tỷ nhận ngay căn 1N+1 FULL nội thất tại Ocean Park	47 m²		1,35 tỷ		1 phòng	1 phòng	Nhà trống	Đã có sổ	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà 1.95 tỷ đường trước nhà 3m, nhà mặt ngõ yên nghĩa , 4 tầng (36m2)	36 m²		1,95 tỷ	Đông Nam	4 phòng	4 phòng		Đã có sổ	20.957008	105.73422	Phố Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
SỞ HỮU NGÔI NHÀ 3 TẦNG DIỆN TÍCH 40M2 TẠI KHU VỰC THỤY PHƯƠNG - BTL	40 m²		2,55 tỷ		3 phòng	2 phòng	Nhà trống	Đã có sổ	21.083303	105.76886	Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Bán nhà Nguyễn Văn Huyên 45m2 Chỉ 4.8 tỷ- 5T- Cách ô tô 2 nhà- Full	45 m²	4.3 m	4,8 tỷ		3 phòng		Nội thất đầy đủ	Đã có sổ	21.03677	105.80115	Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất xen kẹt khu Tân Mỹ-Mỹ Đình1- Quận Nam Từ Liêm	60 m²	5 m	950 triệu					Đang chờ sổ	21.023754	105.76676	Phố Tân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán nhà phân lô quận HBT, nhà đẹp, gara, 7T thang máy, KD VP	52 m²		15 tỷ		3 phòng	6 phòng	Nội thất cao cấp	Đã có sổ	21.006897	105.8716	yên lạc, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Khoảng 150tr/m2 có ngay nhà 70m2-7 tầng thang máy - Gra ôt- Mặt ngõ Tr	70 m²	4 m	10 tỷ		10 phòng	6 phòng	Nội thất đầy đủ	Đã có sổ	20.98212	105.84566	Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Cách phố 20m, dân xây ở ngay, ngõ thông bán nhà Đặng Tiến Đông, Hà Nội	34.5 m²		4,32 tỷ		3 phòng				21.011957	105.82392	Phố Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà Nguyễn Lương Bằng Đống Da Dt 37m2 4t Mt 3,3m LH Tú ***	37 m²		4,85 tỷ		4 phòng	3 phòng	Nhà trống	Đã có sổ	21.015112	105.82784	Phố Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
32m2-gần vanh đai 4-quốc lộ 6-1km-sau cây xăng Đồng Mai-giá chỉ 1.15ty	32 m²		1,08 tỷ					Đã có sổ	20.930872	105.74098	Quốc Lộ 6, Phường Đồng Mai, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
PHƯƠNG CANH 38m2x4 tầng Nhỉnh 3,5 tỷ-NHÀ MỚI-3 MẶT THOÁNG-20M RA PHỐ	38 m²		3,5 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.034296	105.74465	Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán nhà Tập thể Khương  Thượng 35m2. T1. 1.86 tỷ Đống Đa	35 m²		1,86 tỷ		1 phòng		Nội thất cao cấp	Đã có sổ	21.004425	105.82789	Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán căn 56m2 2PN NOXH Hưng Thịnh(Kđt Kiến Hưng)– Hà Đông	56 m²		1,45 tỷ		2 phòng	1 phòng		Đã có sổ	20.96151	105.78582	Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
căn hộ HH Linh Đàm 46m giá 1,22 tỷ	46 m²		1,22 tỷ		2 phòng	1 phòng	Nội thất cao cấp	Đang chờ sổ	20.96003	105.83424	Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà emnbán 85m2 1.8 tỉ đại Học quốc Gia Bĩa Dài Tiến Xuân Thạch Thất	85 m²		1,8 tỷ						20.966543	105.48297	21a, Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
31M2_HÒA BÌNH 7_5 TẦNG Ở NGAY_NGÕ TO GẦN PHỐ_GIÁ 3.5 TỶ	31 m²		3,5 tỷ		3 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	20.995117	105.85655	Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
bán căn hộ cc xuận thủy dịch vọng 35m/1pn full đồ ô tô gần	35 m²		860 triệu		1 phòng				21.033953	105.785	xuân thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
CCMN VIP 10T ÂU CƠ TÂY HỒ SÁT PHỐ GẦN HỒ Ô TÔ 29P KK 2 TỶ/N >20tỷ 90M	89.5 m²		20 tỷ		nhiều hơn 10 phòng	Nhiều hơn 6 phòng	Nội thất đầy đủ	Đã có sổ	21.072874	105.82558	Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán nhà Hoàng Văn Thái 56m2 oto vào nhà ngõ to thang máy 13.5 tỷ	56 m²		13,5 tỷ		6 phòng	6 phòng	Nội thất đầy đủ	Đã có sổ	20.99715	105.82169	Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà TT 3 ngủ 59m2 Hồng Hà, Hoàn Kiếm 2.95 tỷ.	59 m²		2,95 tỷ		3 phòng	2 phòng		Đã có sổ	21.021425	105.86178	Đường Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội	Hoàn Kiếm	Hà Nội
BÁN NHÀ 3 TẦNG HẢI BỐI, Ô TÔ 7 CHỖ , CHÂN CẦU THĂNG LONG, 61m2, 3.5 tỷ	61 m²		3,5 tỷ	Đông Bắc	4 phòng	3 phòng		Đã có sổ	21.110811	105.799675	Cổ Điển, Xã Hải Bối, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán mảnh đất tại phố Chính Kinh, Thanh Xuân 66m2. Ô tô, kinh doanh	66 m²	9.3 m	7,9 tỷ					Đã có sổ	21.004614	105.80408	Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
BẠCH MAI NGÕ BA GÁC LÔ GÓC GẦN PHỐ	23 m²		2,45 tỷ		3 phòng	3 phòng		Đã có sổ	20.999498	105.850395	Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán nhà 50m2x4 tầng,ngõ xe tải, 4mMT, sổ đỏ CC,Ngọc thụy, long biên,HN	50 m²	4 m	700 triệu	Đông Nam	4 phòng	3 phòng			21.046007	105.865326	ngọc thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
BÁN CĂN 2PN VINHOMES SMART CITY TẦNG TRUNG VIEW THOÁNG GIÁ 2.450 TỶ	55 m²		2,45 tỷ		2 phòng	1 phòng			21.01006	105.7404	Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
bán liền kề thanh hà khu a2.4 đường 17m chính chủ	102 m²	5 m	5,5 tỷ					Giấy tờ khác	20.932465	105.78349	A2.4, Đường trục phía Nam, Phường Kiến Hưng, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
chính chủ cấn bán chung cư osanpak vin homs	55 m²		1,9 tỷ	Đông Nam	2 phòng	1 phòng			21.006815	105.95081	s1072002, Đường Lý Thánh Tông, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán nhà Mặt Ngõ Thái Thịnh, Đống Đa, Ngõ Thông tứ tung xây mới đẹp.	40 m²		8,3 tỷ		6 phòng			Đã có sổ	21.010845	105.822426	Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán nhà Ngõ 113 phố Nguyễn An Ninh Nhà Dân xây ngõ nông gần phố giá	55 m²	3.5 m	7,25 tỷ		4 phòng	4 phòng		Đã có sổ	20.992277	105.84536	Ngõ 126 Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
P/lô ở ngay cách phố Nguyễn Trãi 15m, DT35mX 5T, MT 3,7m giá sốc 3,2tỷ	35 m²		3,2 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.004614	105.80408	Nhân Hoà, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán Nhà Bạch Mai Dân Xây 32m2x5T giá 3.4ty Sát Chợ, Trường, Ngõ Nông.	32 m²		3,4 tỷ		3 phòng		Nội thất đầy đủ	Đã có sổ	20.999498	105.850395	Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán đất 42.7m2	42.7 m²	4 m	2,6 tỷ	Tây Nam				Đang chờ sổ	20.99715	105.82169	Số 240, Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
BÁN NHÀ ĐẸP 5T, 105M - MẶT PHỐ TRÍCH SÀI –QUẬN TÂY HỒ. DÂN XÂY -LÔ GÓC	105 m²		72 tỷ	Đông Bắc	5 phòng	5 phòng		Đã có sổ	21.049623	105.81381	Phố Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà Dương Nội Kinh Doanh ô tô phi tận nhà	33 m²		4,8 tỷ	Đông	4 phòng	4 phòng		Đã có sổ	20.97623	105.76241	Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán nhà,LƯƠNG THẾ VINH,ô tô đỗ cửa,kinh doanh,DT33M,Giá 2.5tỷ	33 m²		2,5 tỷ		3 phòng	4 phòng		Giấy tờ khác	20.99358	105.79821	lương thế vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà c4 xuân la lô góc ôtô.	64 m²		5,85 tỷ		1 phòng	1 phòng	Nhà trống	Đã có sổ	21.064915	105.80579	Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
🥇BÁN NHÀ 🏵️NGỌC TRÌ - LONG BIÊN 🌍DT: 55 m2⚡️ Giá: 3tỷ 500 tr -🕍SHR	55 m²		3,5 tỷ		3 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.02273	105.90547	Ngọc Trì, Phường Thạch Bàn, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
BÁN NHANH MẢNH ĐẤT AN DƯơNG VƯơNG, LÔ GÓC, Ô TÔ ĐỖ CỬA, 5M Ô TÔ TRÁNH	109 m²		7,2 tỷ					Đã có sổ	21.091917	105.785	An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
BÁN NHÀ LÊ TRỌNG TẤN 52MX4T GIÁ 5,1 Tỷ GẦN NGÃ TƯ SỞ	52 m²		5,1 tỷ		5 phòng	4 phòng	Nội thất cao cấp	Đã có sổ	20.99715	105.82169	Lê Trọng Tấn, Phường Khương Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà Ngõ 172 phố Đại Từ quận Hoàng Mai. Nhà đẹp gần phố khu dân tri	30 m²		3,6 tỷ		3 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	20.972052	105.83506	Ngõ 116 Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
KHÔNG CÓ NHU CẦU SỬ DỤNG BÁN CĂN 2N+1 GÓC 70M2 CHỈ 1,98 TỶ TẠI VIN OCP	70 m²		1,98 tỷ		2 phòng	1 phòng	Nhà trống	Đã có sổ	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán nhà tập thể Hàng Than –38m – studio – full nội thất	38 m²		2,7 tỷ		1 phòng		Nội thất cao cấp	Đã có sổ	21.040125	105.8477	Phố Hàng Than, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
6 tầng nội thất cao cấp,gần mặt phố Trần Khát Chân, Q.Hai Bà, tiện ích	33 m²		5,4 tỷ		4 phòng	5 phòng	Nội thất cao cấp	Đã có sổ	21.008429	105.851006	Trần Khát Chân, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
5.9 TỶ _  THUỴ KHUÊ GẦN TRƯỜNG CHU VĂN AN- 10M RA MẶT PHỐ _DÂN XÂY	40 m²		5,9 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.041437	105.82654	Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
nhà bạch đằng 4 tầng 2 ngủ đủ công năng 1.15 tỷ	10 m²		1,15 tỷ		2 phòng	1 phòng		Đã có sổ	21.01444	105.86555	Đường Bạch Đằng, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
